angle,height,distance
63.0,6.0,10.623670794972755
64.0,6.0,10.315131544967853
65.0,6.0,9.997547182837407
66.0,6.0,9.67115838371896
67.0,6.0,9.336217800093332
68.0,6.0,8.992989709019804
69.0,6.0,8.641749644130684
70.0,6.0,8.282784012981223
71.0,6.0,7.916389700353539
72.0,6.0,7.542873658115856
73.0,6.0,7.162552482241823
74.0,6.0,6.775751977598084
75.0,6.0,6.38280671111207
76.0,6.0,5.984059553935858
77.0,6.0,5.579861213226063
78.0,6.0,5.170569754163791
79.0,6.0,4.756550112842749
80.0,6.0,4.338173600657855
81.0,6.0,3.9158174008304627
82.0,6.0,3.4898640577103426
83.0,6.0,3.0607009594982078
84.0,6.0,2.6287198150359923
85.0,6.0,2.194316125315418
86.0,6.0,1.7578886503582596
87.0,6.0,1.319838872124405
88.0,6.0,0.880570454106076
89.0,6.0,0.4404886982686628
90.0,6.0,1.5456285862397875E-15
0.0,7.0,11.948232916080519
1.0,7.0,12.125676145390509
2.0,7.0,12.301908855515443
3.0,7.0,12.476701458725076
4.0,7.0,12.649816264782004
5.0,7.0,12.821007859646604
6.0,7.0,12.990023528010072
7.0,7.0,13.156603717939028
8.0,7.0,13.320482545557972
9.0,7.0,13.481388337367878
10.0,7.0,13.63904420750494
11.0,7.0,13.793168666987242
12.0,7.0,13.943476261781136
13.0,7.0,14.089678236346057
14.0,7.0,14.231483219186646
15.0,7.0,14.368597926854623
16.0,7.0,14.50072788279903
17.0,7.0,14.627578147460117
18.0,7.0,14.748854056037041
19.0,7.0,14.864261960429614
20.0,7.0,14.97350997195575
21.0,7.0,15.076308701575613
22.0,7.0,15.172371994506081
23.0,7.0,15.261417656281344
24.0,7.0,15.343168167502986
25.0,7.0,15.417351384721295
26.0,7.0,15.48370122509587
27.0,7.0,15.54195833269338
28.0,7.0,15.591870724490983
29.0,7.0,15.633194414362336
30.0,7.0,15.665694013526995
31.0,7.0,15.689143306140902
32.0,7.0,15.703325798894358
33.0,7.0,15.708035243662714
34.0,7.0,15.70307613242288
35.0,7.0,15.688264163805753
36.0,7.0,15.663426680798878
37.0,7.0,15.628403079247022
38.0,7.0,15.583045186918906
39.0,7.0,15.527217613017816
40.0,7.0,15.460798068111817
41.0,7.0,15.383677654546908
42.0,7.0,15.295761127483583
43.0,7.0,15.196967126765585
44.0,7.0,15.087228379888678
45.0,7.0,14.966491876389012
46.0,7.0,14.83471901401481
47.0,7.0,14.691885717082934
48.0,7.0,14.537982527454133
49.0,7.0,14.3730146685878
50.0,7.0,14.197002083159758
51.0,7.0,14.009979444745426
52.0,7.0,13.811996144086374
53.0,7.0,13.603116250471043
54.0,7.0,13.383418448770874
55.0,7.0,13.152995952681888
56.0,7.0,12.91195639472851
57.0,7.0,12.660421693592514
58.0,7.0,12.398527899334685
59.0,7.0,12.126425017080985
60.0,7.0,11.844276809748628
61.0,7.0,11.552260580390733
62.0,7.0,11.250566934741302
63.0,7.0,10.939399524545244
64.0,7.0,10.61897477226108
65.0,7.0,10.289521577727022
66.0,7.0,9.95128100738427
67.0,7.0,9.604505966654536
68.0,7.0,9.249460856072345
69.0,7.0,8.886421211776204
70.0,7.0,8.51567333096648
71.0,7.0,8.137513882941839
72.0,7.0,7.752249506330004
73.0,7.0,7.360196393132965
74.0,7.0,6.961679860210861
75.0,7.0,6.557033908833252
76.0,7.0,6.146600772930698
77.0,7.0,5.7307304566840624
78.0,7.0,5.309780262093189
79.0,7.0,4.884114307170843
80.0,7.0,4.454103035412028
81.0,7.0,4.020122717192661
82.0,7.0,3.582554943755487
83.0,7.0,3.1417861144447548
84.0,7.0,2.698206917854449
85.0,7.0,2.2522118075581394
86.0,7.0,1.8041984730912335
87.0,7.0,1.3545673068590285
88.0,7.0,0.903720867646098
89.0,7.0,0.4520633414045502
90.0,7.0,1.586235879718733E-15
0.0,8.0,12.773198271242347
1.0,8.0,12.950430281121996
2.0,8.0,13.126029791608318
3.0,8.0,13.2997685876645
4.0,8.0,13.471411256041927
5.0,8.0,13.64071554789401
6.0,8.0,13.807432779096503
7.0,8.0,13.971308266863813
8.0,8.0,14.13208180096895
9.0,8.0,14.289488147613486
10.0,8.0,14.443257583756614
11.0,8.0,14.593116459502136
12.0,8.0,14.738787785960994
13.0,8.0,14.879991845856846
14.0,8.0,15.016446824023424
15.0,8.0,15.14786945485615
16.0,8.0,15.273975683725679
17.0,8.0,15.394481339337313
18.0,8.0,15.509102814025798
19.0,8.0,15.61755774900842
20.0,8.0,15.719565721677919
21.0,8.0,15.814848932098458
22.0,8.0,15.903132885969569
23.0,8.0,15.984147071442164
24.0,8.0,16.057625627304414
25.0,8.0,16.12330800020032
26.0,8.0,16.18093958869782
27.0,8.0,16.230272372183435
28.0,8.0,16.271065522724058
29.0,8.0,16.3030859982016
30.0,8.0,16.32610911519063
31.0,8.0,16.339919100210786
32.0,8.0,16.34430961814369
33.0,8.0,16.339084276756505
34.0,8.0,16.32405710641993
35.0,8.0,16.299053014247615
36.0,8.0,16.263908212014396
37.0,8.0,16.218470617333455
38.0,8.0,16.162600227686895
39.0,8.0,16.096169467009123
40.0,8.0,16.019063504620146
41.0,8.0,15.9311805463941
42.0,8.0,15.83243209812934
43.0,8.0,15.722743201159304
44.0,8.0,15.602052640309113
45.0,8.0,15.470313124361937
46.0,8.0,15.327491439251729
47.0,8.0,15.173568574245591
48.0,8.0,15.008539821420731
49.0,8.0,14.832414848777363
50.0,8.0,14.645217747361231
51.0,8.0,14.446987052797823
52.0,8.0,14.237775741665036
53.0,8.0,14.017651203153099
54.0,8.0,13.786695186479447
55.0,8.0,13.545003724543314
56.0,8.0,13.29268703431937
57.0,8.0,13.029869394503038
58.0,8.0,12.75668900093166
59.0,8.0,12.473297800316226
60.0,8.0,12.179861302827641
61.0,8.0,11.876558374090388
62.0,8.0,11.56358100714404
63.0,8.0,11.241134074940705
64.0,8.0,10.909435063953268
65.0,8.0,10.568713789476
66.0,8.0,10.219212093205341
67.0,8.0,9.861183523694786
68.0,8.0,9.49489300028384
69.0,8.0,9.120616461106696
70.0,8.0,8.738640495792087
71.0,8.0,8.349261963471385
72.0,8.0,7.952787596717464
73.0,8.0,7.549533592042367
74.0,8.0,7.139825187587185
75.0,8.0,6.723996228642714
76.0,8.0,6.302388721644668
77.0,8.0,5.875352377292211
78.0,8.0,5.443244143443409
79.0,8.0,5.006427728445868
80.0,8.0,4.56527311556542
81.0,8.0,4.120156069179818
82.0,8.0,3.6714576334085973
83.0,8.0,3.219563623854016
84.0,8.0,2.764864113131438
85.0,8.0,2.3077529108708403
86.0,8.0,1.8486270388739685
87.0,8.0,1.38788620211429
88.0,8.0,0.9259322562690847
89.0,8.0,0.4631686724750383
90.0,8.0,1.62519689436488E-15
0.0,9.0,13.548022672553625
1.0,9.0,13.72506579007185
2.0,9.0,13.90009899197828
3.0,9.0,14.072895166363972
4.0,9.0,14.243220730606156
5.0,9.0,14.41083598220724
6.0,9.0,14.57549548283995
7.0,9.0,14.736948474392532
8.0,9.0,14.894939325577068
9.0,9.0,15.049208007448271
10.0,9.0,15.19949059598282
11.0,9.0,15.345519799691937
12.0,9.0,15.487025510084575
13.0,9.0,15.623735372667031
14.0,9.0,15.755375376057108
15.0,9.0,15.881670456708296
16.0,9.0,16.00234511668159
17.0,9.0,16.117124051868686
18.0,9.0,16.225732788060487
19.0,9.0,16.327898322266805
20.0,9.0,16.42334976672654
21.0,9.0,16.51181899309985
22.0,9.0,16.593041274403646
23.0,9.0,16.666755922336627
24.0,9.0,16.7327069177387
25.0,9.0,16.790643532038604
26.0,9.0,16.840320937662344
27.0,9.0,16.881500805500174
28.0,9.0,16.913951887660446
29.0,9.0,16.937450583871986
30.0,9.0,16.951781490031944
31.0,9.0,16.956737927530707
32.0,9.0,16.95212245211931
33.0,9.0,16.937747341215474
34.0,9.0,16.913435058671745
35.0,9.0,16.879018696152006
36.0,9.0,16.834342390380257
37.0,9.0,16.779261715637496
38.0,9.0,16.713644050988517
39.0,9.0,16.637368921819967
40.0,9.0,16.550328315364233
41.0,9.0,16.452426969970595
42.0,9.0,16.343582637965312
43.0,9.0,16.223726322016635
44.0,9.0,16.092802484988752
45.0,9.0,15.950769233331282
